AtcoCode,Easting,Northing,Longitude,Latitude,StopType,BusStopType
1800SG05381,387881,386218,-2.183614,53.37268,BCT,MKD
1800SJ11911,377247,387152,-2.34351,53.38073,BCT,MKD
1800SJH2441,377277,387384,-2.343076,53.38281,BCT,HAR
1800SJH2442,377277,387384,-2.343076,53.38281,BCT,HAR
1800NF28771,375822,398163,-2.36578,53.47963,BCT,MKD
1800WK00611,359420,400978,-2.613277,53.50392,BCT,MKD
1800WK00601,359422,400913,-2.613239,53.50333,BCT,MKD
1800SJ17201,377541,390726,-2.339346,53.41286,BCT,MKD
1800ED12951,397552,404556,-2.038407,53.53765,BCT,MKD
1800ED12961,397586,404580,-2.037894,53.53786,BCT,MKD
1800NEH2742,392360,412049,-2.116932,53.60495,BCT,HAR
1800SG08021,387922,388160,-2.183073,53.39014,BCT,MKD
1800WA17311,366567,409437,-2.506437,53.58045,BCT,MKD
1800NCH0811,379733,416984,-2.30807,53.64895,BCT,HAR
1800NCH0812,379794,416991,-2.307156,53.64903,BCT,HAR
1800EH09721,397153,399784,-2.044382,53.49475,BCT,MKD
1800EH09731,397139,399752,-2.044593,53.49446,BCT,MKD
1800ED04081,392966,402736,-2.107561,53.52125,BCT,MKD
1800WA42821,372577,407299,-2.415478,53.56159,BCT,MKD
1800WA42811,372606,407287,-2.415039,53.56148,BCT,MKD
1800NF28141,374727,401632,-2.38256,53.51076,BCT,MKD
1800NF29641,374743,401647,-2.38232,53.51089,BCT,MKD
1800WF40351,371530,404442,-2.431023,53.53585,BCT,MKD
1800WF06961,371520,404440,-2.431173,53.53584,BCT,CUS
1800WF40352,371530,404442,-2.431023,53.53585,BCT,MKD
1800SB34091,384682,391470,-2.231952,53.41981,BCT,MKD
1800NE23821,391178,413995,-2.134851,53.62242,BCT,MKD
1800NE00491,390676,414031,-2.142442,53.62273,BCT,MKD
1800SB34101,384664,391491,-2.232224,53.41999,BCT,MKD
1800NE17431,390632,414000,-2.143106,53.62246,BCT,MKD
1800NEH2881,391077,413958,-2.136377,53.62209,BCT,HAR
1800NEH2882,391077,413958,-2.136377,53.62209,BCT,HAR
1800NE23811,391148,413963,-2.135304,53.62213,BCT,MKD
1800SG05721,385553,384681,-2.218533,53.35881,BCT,MKD
1800NE25871,386325,413109,-2.208183,53.61435,BCT,MKD
1800NE25881,386343,413122,-2.207911,53.61447,BCT,MKD
1800ED28411,393175,403577,-2.104428,53.52881,BCT,MKD
1800EBH0072,389582,402155,-2.158581,53.51597,BCT,HAR
1800EBH0071,389584,402157,-2.158551,53.51599,BCT,HAR
1800NE35811,385056,410286,-2.227228,53.58894,BCT,MKD
1800NE35801,384989,410280,-2.22824,53.58889,BCT,MKD
1800NC23601,377932,407772,-2.334668,53.56609,BCT,MKD
1800NC23611,377943,407733,-2.334499,53.56574,BCT,MKD
1800WK33401,361918,406245,-2.576261,53.55145,BCT,MKD
1800NCH2751,381875,411265,-2.275339,53.59764,BCT,HAR
1800NCH2752,381875,411265,-2.275339,53.59764,BCT,HAR
1800NCH0431,381708,411294,-2.277864,53.59789,BCT,HAR
1800NCH0432,381708,411294,-2.277864,53.59789,BCT,HAR
1800WKH0081,354585,405655,-2.686847,53.54556,BCT,HAR
1800WKH0071,354728,405202,-2.684623,53.5415,BCT,HAR
1800WK04461,354772,405202,-2.683959,53.5415,BCT,MKD
1800NC33621,381462,411164,-2.281574,53.59672,BCT,MKD
1800NC33611,381461,411197,-2.281591,53.59702,BCT,MKD
1800WK04451,354756,405132,-2.684191,53.54087,BCT,MKD
1800WKH2532,360090,405445,-2.603747,53.54412,BCT,HAR
1800WK12701,360326,405610,-2.600207,53.54562,BCT,CUS
1800WK12691,360316,405606,-2.600358,53.54559,BCT,MKD
1800WK06661,360588,405774,-2.596274,53.54712,BCT,MKD
1800WK10481,360283,405693,-2.600867,53.54636,BCT,MKD
1800WK15711,360287,405700,-2.600807,53.54642,BCT,MKD
1800EB02811,387985,396148,-2.18242,53.46193,BCT,MKD
1800EB31571,388014,396278,-2.182001,53.46311,BCT,MKD
1800EB31591,387883,396266,-2.183974,53.463,BCT,MKD
1800EB17751,387901,396188,-2.1837,53.4623,BCT,MKD
1800EB17761,387924,396210,-2.183354,53.4625,BCT,MKD
1800EB02801,388014,396135,-2.181996,53.46182,BCT,MKD
1800EB31581,387939,396285,-2.183131,53.46317,BCT,MKD
1800EBR1131,388134,396129,-2.180188,53.46177,RSE,
1800BLLVUE1,388135,396189,-2.180175,53.46231,RSE,
1800BLLVUE0,388093,396194,-2.180808,53.46236,RSE,
1800EB34371,387509,396374,-2.189611,53.46396,BCT,MKD
1800EB34381,387532,396391,-2.189266,53.46412,BCT,MKD
1800EB00281,388167,396180,-2.179693,53.46223,BCT,MKD
1800ED27841,392782,402907,-2.11034,53.52278,BCT,MKD
1800ED27851,392783,402951,-2.110327,53.52318,BCT,MKD
1800NE25941,391394,413883,-2.131582,53.62141,BCT,MKD
1800EH27731,391922,395630,-2.123122,53.45736,BCT,MKD
1800SG39921,388808,391094,-2.169856,53.41653,BCT,MKD
1800SG41941,388821,391112,-2.169661,53.41669,BCT,MKD
1800WKH1251,361572,408285,-2.581734,53.56976,BCT,HAR
1800WKH1252,361572,408285,-2.581734,53.56976,BCT,HAR
1800WAH3431,371450,411840,-2.432909,53.60234,BCT,HAR
1800WAH1701,371290,412092,-2.43535,53.6046,BCT,HAR
1800WAH1702,371290,412092,-2.43535,53.6046,BCT,HAR
1800WAH2552,370905,412630,-2.441218,53.60941,BCT,HAR
1800WAH1721,371153,412411,-2.43745,53.60746,BCT,HAR
1800WAH1722,371153,412411,-2.43745,53.60746,BCT,HAR
1800ED17311,392155,405498,-2.119864,53.54606,BCT,MKD
1800SGH1161,389017,391178,-2.166714,53.41729,BCT,HAR
1800SGH1162,389017,391178,-2.166714,53.41729,BCT,HAR
1800ED17301,392137,405557,-2.120137,53.54659,BCT,MKD
1800SG39911,388885,390887,-2.16869,53.41467,BCT,MKD
1800SG41951,388913,390860,-2.168268,53.41443,BCT,MKD
1800SGH2461,389099,391162,-2.16548,53.41715,BCT,HAR
1800SGH2462,389099,391162,-2.16548,53.41715,BCT,HAR
1800WK03571,359054,405690,-2.619413,53.54624,BCT,MKD
1800EB17511,387120,401937,-2.195701,53.51395,BCT,MKD
1800EB22021,387062,401907,-2.196574,53.51368,BCT,MKD
1800EB17521,387142,401920,-2.195369,53.5138,BCT,MKD
1800WK06261,356894,402797,-2.651609,53.52007,BCT,MKD
1800ZZMABLL2,383066,387778,-2.256068,53.38657,TMU,
1800ZZMABLL1,383062,387878,-2.256133,53.38747,TMU,
1800SB18381,383066,387889,-2.256073,53.38757,BCT,MKD
1800SB18391,383077,387879,-2.255908,53.38748,BCT,MKD
1800NE35851,385550,410499,-2.219775,53.59087,BCT,MKD
1800WK35421,365522,400165,-2.521195,53.49705,BCT,MKD
1800EB11591,386579,403575,-2.20393,53.52866,BCT,MKD
1800EB11601,386613,403599,-2.203418,53.52888,BCT,MKD
1800EBH1702,386624,403475,-2.203247,53.52776,BCT,HAR
1800EBH1701,386559,403532,-2.20423,53.52827,BCT,HAR
1800NF41241,383250,400895,-2.254004,53.50448,BCT,MKD
1800NBH0441,384071,402346,-2.241701,53.51754,BCT,HAR
1800NBH0442,384071,402346,-2.241701,53.51754,BCT,HAR
1800EB34291,386103,396816,-2.210809,53.4679,BCT,MKD
1800EB34301,386136,396820,-2.210312,53.46793,BCT,MKD
1800WAH0292,370213,410833,-2.451504,53.59322,BCT,HAR
1800WAH0291,370213,410833,-2.451504,53.59322,BCT,HAR
1800WA16251,370236,410690,-2.451143,53.59194,BCT,MKD
1800SJ48681,370453,389356,-2.445848,53.4002,BCT,MKD
1800SJ48611,370446,389350,-2.445952,53.40014,BCT,MKD
1800SJ03041,375211,395981,-2.374814,53.45999,BCT,MKD
1800NE25081,393390,411581,-2.101357,53.60075,BCT,MKD
1800NEH4611,393224,411547,-2.103864,53.60044,BCT,HAR
1800NE25091,393349,411598,-2.101976,53.60091,BCT,MKD
1800NEH0671,393290,411605,-2.102868,53.60097,BCT,HAR
1800NEH0682,393180,411520,-2.104528,53.6002,BCT,HAR
1800WKH2312,356553,410690,-2.657851,53.59098,BCT,HAR
1800WKH2311,356556,410694,-2.657807,53.59101,BCT,HAR
1800WKH0791,356524,410449,-2.658256,53.58881,BCT,HAR
1800WKH0802,356297,410428,-2.661682,53.5886,BCT,HAR
1800WKH0792,356526,410444,-2.658225,53.58876,BCT,HAR
1800WA13221,373446,406190,-2.402264,53.55166,BCT,MKD
1800NF41281,383396,401741,-2.251848,53.51208,BCT,MKD
1800NE12411,388900,414781,-2.16932,53.62944,BCT,MKD
1800NE12421,388878,414781,-2.169652,53.62944,BCT,MKD
1800NE12391,389625,414797,-2.158357,53.6296,BCT,MKD
1800NE12401,389663,414729,-2.157781,53.62899,BCT,MKD
1800WAH0141,373762,406353,-2.397508,53.55315,BCT,HAR
1800WAH0142,373762,406353,-2.397508,53.55315,BCT,HAR
1800WAH0131,373697,406314,-2.398486,53.55279,BCT,HAR
1800WAH0132,373697,406314,-2.398486,53.55279,BCT,HAR
1800NE09801,388946,414371,-2.168609,53.62576,BCT,MKD
1800SGH3751,392947,391174,-2.107584,53.41732,BCT,HAR
1800SGH1371,392993,391155,-2.106892,53.41715,BCT,HAR
1800SG37961,393063,391113,-2.105837,53.41677,BCT,MKD
1800SG37971,393066,391161,-2.105793,53.41721,BCT,MKD
1800SGH1372,393041,391155,-2.106169,53.41715,BCT,HAR
1800SG10361,389628,395093,-2.157652,53.45249,BCT,MKD
1800ED10891,389762,403248,-2.155903,53.52579,BCT,CUS
1800ED00681,389771,403251,-2.155767,53.52582,BCT,MKD
1800SG43861,392855,387415,-2.108882,53.38353,BCT,MKD
1800SG43851,392911,387448,-2.108041,53.38383,BCT,MKD
1800EBH1171,385830,399335,-2.215035,53.49053,BCT,HAR
1800EBH1172,385830,399335,-2.215035,53.49053,BCT,HAR
1800WAH0341,370355,410935,-2.449369,53.59415,BCT,HAR
1800WAH0342,370355,410935,-2.449369,53.59415,BCT,HAR
1800WAH0331,370297,410690,-2.450222,53.59194,BCT,HAR
1800WAH0332,370297,410690,-2.450222,53.59194,BCT,HAR
1800EBH1511,388968,399552,-2.167748,53.49256,BCT,HAR
1800EBH1512,388968,399552,-2.167748,53.49256,BCT,HAR
1800EBH1622,388954,399683,-2.167964,53.49374,BCT,HAR
1800SGH0721,393212,391014,-2.103593,53.41589,BCT,HAR
1800EB02061,385885,391109,-2.213835,53.4166,BCT,MKD
1800EB02071,385866,391055,-2.214118,53.41611,BCT,MKD
1800NCE2171,381135,405156,-2.286149,53.54271,TMU,
1800NCE2181,381109,405030,-2.286534,53.54157,TMU,
1800NCR0231,381140,405070,-2.286069,53.54193,RSE,
1800NC17921,381078,405058,-2.287004,53.54182,BCT,MKD
1800NC02411,381105,405010,-2.286593,53.54139,BCT,MKD
1800NC06111,381182,405184,-2.285442,53.54296,BCT,MKD
1800NC06101,381116,405158,-2.286436,53.54272,BCT,MKD
1800ZZMABOB1,381135,405156,-2.286149,53.54271,TMU,
1800ZZMABOB2,381109,405030,-2.286534,53.54157,TMU,
1800NE23801,390978,414019,-2.137876,53.62263,BCT,MKD
1800NE23791,390994,414007,-2.137633,53.62252,BCT,MKD
1800NC33511,380449,409717,-2.296788,53.58368,BCT,MKD
1800NC33521,380470,409743,-2.296473,53.58391,BCT,MKD
1800SG13801,391247,389992,-2.133129,53.40667,BCT,MKD
1800SG13791,391263,390005,-2.132888,53.40679,BCT,MKD
1800WK36141,364607,403019,-2.53531,53.52264,BCT,MKD
1800WK36131,364564,403009,-2.535958,53.52255,BCT,MKD
1800WK36142,364643,403018,-2.534767,53.52263,BCT,MKD
1800WK01741,360483,402315,-2.597421,53.51602,BCT,MKD
1800WK36891,363286,399803,-2.554856,53.49364,BCT,MKD
1800WK36871,363220,399811,-2.555852,53.49371,BCT,MKD
1800WK01601,362341,402029,-2.569368,53.51358,BCT,MKD
1800WK01611,362230,402092,-2.571049,53.51414,BCT,MKD
1800WA43851,375227,408696,-2.375583,53.57428,BCT,MKD
1800WA43841,375233,408669,-2.37549,53.57403,BCT,MKD
1800WK10761,352810,402759,-2.713194,53.51937,BCT,MKD
1800WK04241,356310,404717,-2.660685,53.53727,BCT,MKD
1800WK04251,356273,404698,-2.661241,53.5371,BCT,MKD
1800WF15021,377903,402805,-2.334754,53.52145,BCT,MKD
1800WF41281,377871,402875,-2.335241,53.52208,BCT,MKD
1800NF30361,378195,399075,-2.330089,53.48793,BCT,MKD
1800NF30371,378243,399115,-2.329368,53.48829,BCT,MKD
1800NE33351,390083,414785,-2.151432,53.6295,BCT,MKD
1800NEH2131,390057,414741,-2.151823,53.6291,BCT,HAR
1800NE33361,390058,414816,-2.151811,53.62978,BCT,MKD
1800NEH4421,390013,414702,-2.152487,53.62875,BCT,HAR
1800NEH2132,390040,414728,-2.15208,53.62899,BCT,HAR
1800EH46511,395264,398103,-2.07283,53.47963,BCT,MKD
1800NE00071,391867,415743,-2.124481,53.63814,BCT,MKD
1800NE49241,391873,415756,-2.12439,53.63826,BCT,MKD
1800NCH1131,378098,412346,-2.332485,53.60721,BCT,HAR
1800NCH1132,378098,412346,-2.332485,53.60721,BCT,HAR
1800NCH1141,378069,412198,-2.332912,53.60588,BCT,HAR
1800NCH1142,378069,412198,-2.332912,53.60588,BCT,HAR
1800WA21841,365435,405200,-2.523063,53.5423,BCT,MKD
1800ED08921,395501,403856,-2.069343,53.53134,BCT,MKD
1800EB01641,386210,394931,-2.209113,53.45096,BCT,MKD
1800NE26831,391653,416358,-2.127734,53.64367,BCT,MKD
1800NE49211,391649,416327,-2.127794,53.64339,BCT,MKD
1800NE49171,392138,416148,-2.120393,53.64178,BCT,MKD
1800NE49172,392138,416148,-2.120393,53.64178,BCT,MKD
1800NE49181,392011,416176,-2.122314,53.64204,BCT,MKD
1800NE49182,392011,416176,-2.122314,53.64204,BCT,MKD
1800NE49151,392123,415869,-2.120612,53.63928,BCT,MKD
1800NE49152,392123,415869,-2.120612,53.63928,BCT,MKD
1800NE49161,392215,416081,-2.119226,53.64119,BCT,MKD
1800NE49162,392215,416081,-2.119226,53.64119,BCT,MKD
1800NE08081,392142,416155,-2.120332,53.64185,BCT,CUS
1800NE08101,391779,416148,-2.125823,53.64178,BCT,CUS
1800NE49191,391783,416142,-2.125762,53.64173,BCT,MKD
1800NE49192,391783,416142,-2.125762,53.64173,BCT,MKD
1800NE07451,392131,415871,-2.120491,53.6393,BCT,CUS
1800NE07801,392228,416083,-2.11903,53.6412,BCT,CUS
1800NE08091,392008,416189,-2.12236,53.64215,BCT,CUS
1800NEH2842,392571,416370,-2.113848,53.64379,BCT,HAR
1800EHH0581,394860,397569,-2.078908,53.47483,BCT,HAR
1800EH47191,394839,397522,-2.079224,53.4744,BCT,MKD
1800EB04371,385789,395160,-2.215463,53.453,BCT,MKD
1800EB04361,385778,395143,-2.215628,53.45285,BCT,MKD
1800SJH0641,370958,391317,-2.438434,53.41785,BCT,HAR
1800NE08301,388060,406626,-2.181706,53.55612,BCT,MKD
1800NF28491,376856,400202,-2.350352,53.498,BCT,MKD
1800NE08291,388057,406641,-2.181752,53.55626,BCT,MKD
1800WK08671,365481,401347,-2.52194,53.50766,BCT,MKD
1800SJH0642,370975,391295,-2.438176,53.41765,BCT,HAR
1800EB34421,387363,396790,-2.191827,53.4677,BCT,MKD
1800EB34351,387237,396466,-2.193712,53.46478,BCT,MKD
1800NCH3241,380894,411408,-2.290171,53.59889,BCT,HAR
1800NCH0341,380716,411402,-2.29286,53.59883,BCT,HAR
1800WA08821,365524,410361,-2.522292,53.58869,BCT,CUS
1800WA17391,365513,410362,-2.522458,53.5887,BCT,MKD
1800WA17392,365505,410311,-2.522573,53.58824,BCT,MKD
1800SB31201,383874,396774,-2.244383,53.46746,BCT,MKD
1800NE21821,388116,411751,-2.181058,53.60219,BCT,MKD
1800NE21811,388142,411766,-2.180666,53.60232,BCT,MKD
1800EB01951,386169,395044,-2.209736,53.45197,BCT,MKD
1800EB04391,386009,395229,-2.212153,53.45363,BCT,MKD
1800EB01651,386069,395216,-2.211249,53.45351,BCT,MKD
1800NE25601,392839,413917,-2.109737,53.62174,BCT,MKD
1800NE25571,392830,413857,-2.109872,53.6212,BCT,MKD
1800SG37521,394923,390885,-2.077849,53.41475,BCT,MKD
1800SG37511,394964,390899,-2.077232,53.41488,BCT,MKD
1800EDH0872,389217,405438,-2.1642,53.54547,BCT,HAR
1800NEH3161,388280,405643,-2.178348,53.54729,BCT,HAR
1800SG15401,387548,389252,-2.18874,53.39994,BCT,MKD
1800SG07751,387542,389238,-2.188829,53.39982,BCT,MKD
1800NE48251,384729,412046,-2.232255,53.60475,BCT,MKD
1800NE44231,384749,412057,-2.231953,53.60485,BCT,MKD
1800WK00981,361625,404244,-2.580436,53.53344,BCT,MKD
1800WK06511,361535,404328,-2.581805,53.53419,BCT,MKD
1800WK00971,361521,404249,-2.582006,53.53348,BCT,MKD
1800NE25051,394041,411789,-2.091523,53.60263,BCT,MKD
1800NE25041,394050,411783,-2.091387,53.60258,BCT,MKD
1800WK46211,359839,405479,-2.607539,53.54441,BCT,MKD
1800SG39071,389827,392173,-2.15456,53.42625,BCT,MKD
1800SG39061,389842,392112,-2.154332,53.4257,BCT,MKD
1800NE32561,391113,411781,-2.13577,53.60252,BCT,MKD
1800WK03521,359340,405506,-2.615073,53.54461,BCT,MKD
1800WAH2571,370791,412757,-2.442953,53.61055,BCT,HAR
1800WAH2572,370791,412757,-2.442953,53.61055,BCT,HAR
1800WAH1732,370950,412776,-2.440552,53.61073,BCT,HAR
1800WAH2561,370938,412776,-2.440733,53.61073,BCT,HAR
1800WAH2562,370883,412792,-2.441566,53.61087,BCT,HAR
1800NE35751,384226,410176,-2.239761,53.58793,BCT,MKD
1800NE35741,384204,410219,-2.240095,53.58831,BCT,MKD
1800SB45961,381219,388888,-2.283903,53.39648,BCT,MKD
1800WA13031,372689,412929,-2.41428,53.61218,BCT,MKD
1800NEH2171,383360,412810,-2.252985,53.61158,BCT,HAR
1800NEH2172,383360,412810,-2.252985,53.61158,BCT,HAR
1800WAH1061,372365,406867,-2.41864,53.55769,BCT,HAR
1800WAH1062,372365,406867,-2.41864,53.55769,BCT,HAR
1800WA42761,372167,406829,-2.421625,53.55734,BCT,MKD
1800WA42931,372542,406959,-2.415976,53.55853,BCT,MKD
1800WA42751,372176,406797,-2.421487,53.55705,BCT,MKD
1800NCH3201,382497,402640,-2.265455,53.52014,BCT,HAR
1800NCH3202,382497,402640,-2.265455,53.52014,BCT,HAR
1800ED05011,393401,404418,-2.101036,53.53637,BCT,MKD
1800ED05021,393366,404442,-2.101565,53.53659,BCT,MKD
1800WK04861,352806,402667,-2.713241,53.51855,BCT,MKD
1800SB45911,380996,388566,-2.287237,53.39358,BCT,MKD
1800SB18321,381036,388489,-2.286631,53.39289,BCT,MKD
1800SB45931,380973,388573,-2.287584,53.39365,BCT,MKD
1800SB17441,381097,388529,-2.285717,53.39325,BCT,MKD
1800NE03061,387385,406970,-2.19191,53.5592,BCT,MKD
1800ED16481,393285,409243,-2.102892,53.57974,BCT,MKD
1800WA34001,361218,411111,-2.587431,53.59513,BCT,MKD
1800ED16471,393301,409248,-2.10265,53.57978,BCT,MKD
1800WA34011,361224,411125,-2.587343,53.59526,BCT,MKD
1800NC23211,377678,408655,-2.338567,53.57402,BCT,MKD
1800NC23221,377682,408604,-2.338503,53.57356,BCT,MKD
1800WK00941,361297,403951,-2.585348,53.53078,BCT,MKD
1800WK00951,361301,403975,-2.585291,53.531,BCT,MKD
1800SGH0871,391165,393090,-2.13445,53.43452,BCT,HAR
1800SG38291,391272,393035,-2.132838,53.43402,BCT,MKD
1800WAH1121,371596,412585,-2.430771,53.60905,BCT,HAR
1800WAH1122,371596,412585,-2.430771,53.60905,BCT,HAR
1800WA13671,371557,412056,-2.431312,53.60429,BCT,MKD
1800WAH0091,370361,416202,-2.449781,53.64149,BCT,HAR
1800WAH0092,370361,416202,-2.449781,53.64149,BCT,HAR
1800WA13551,371571,412605,-2.43115,53.60922,BCT,MKD
1800WA13561,371592,412572,-2.43083,53.60893,BCT,MKD
1800WA08491,371521,412997,-2.431942,53.61274,BCT,MKD
1800NC35471,378365,407164,-2.328088,53.56065,BCT,MKD
1800NC35461,378361,407191,-2.328151,53.56089,BCT,MKD
1800NC06751,380729,407843,-2.292443,53.56684,BCT,MKD
1800NC06741,380738,407785,-2.292303,53.56632,BCT,MKD
1800NC02091,380840,407585,-2.290751,53.56453,BCT,MKD
1800NF04171,383649,398600,-2.247868,53.48386,BCT,MKD
1800NF19011,383627,398606,-2.2482,53.48391,BCT,MKD
1800NF03571,383531,398730,-2.249653,53.48503,BCT,MKD
1800NB42631,383674,403300,-2.247738,53.52611,BCT,MKD
1800NB42581,383663,403329,-2.247905,53.52637,BCT,MKD
1800EBH0932,386580,397820,-2.203666,53.47694,BCT,HAR
1800EBH0931,386591,397820,-2.203501,53.47694,BCT,HAR
1800WAR0111,362440,410590,-2.568906,53.59054,RSE,
1800WA02701,361000,411601,-2.590787,53.59952,BCT,MKD
1800WAH3371,362747,409277,-2.564111,53.57876,BCT,HAR
1800WAH3372,362747,409277,-2.564111,53.57876,BCT,HAR
1800WAH3361,362347,410507,-2.570301,53.58978,BCT,HAR
1800BLRD0,362440,410573,-2.568904,53.59038,RSE,
1800WA20141,362473,410614,-2.568411,53.59076,BCT,MKD
1800WA20001,362525,410647,-2.567629,53.59105,BCT,MKD
1800EDH0452,393020,407780,-2.106861,53.56659,BCT,HAR
1800ED16711,392830,407844,-2.109731,53.56716,BCT,MKD
1800NE05411,395853,416884,-2.064211,53.64845,BCT,CUS
1800NE00401,395863,416889,-2.06406,53.64849,BCT,MKD
1800NE00402,395863,416887,-2.06406,53.64847,BCT,MKD
1800WK08341,356580,407104,-2.656944,53.55875,BCT,MKD
1800WK08351,356547,407082,-2.657439,53.55855,BCT,MKD
1800WA02631,361060,411516,-2.589869,53.59876,BCT,MKD
1800SG40271,386554,390127,-2.203727,53.40779,BCT,MKD
1800WK11161,367888,404215,-2.485947,53.5336,BCT,CUS
1800WK30531,367887,404227,-2.485964,53.53371,BCT,MKD
1800WK30532,367824,404175,-2.486909,53.53324,BCT,MKD
1800NEH4381,390260,414681,-2.148752,53.62857,BCT,HAR
1800NEH0281,390325,414590,-2.147766,53.62775,BCT,HAR
1800EH01421,396399,398774,-2.055736,53.48567,BCT,MKD
1800SG16181,391923,388096,-2.122911,53.38964,BCT,MKD
1800WK22581,357878,410063,-2.637751,53.58545,BCT,MKD
1800SB09741,383633,386907,-2.247497,53.37876,BCT,MKD
1800SBH0361,383847,386715,-2.244271,53.37704,BCT,HAR
1800SG35521,396360,388373,-2.056199,53.39218,BCT,MKD
1800WK08061,363054,404221,-2.558876,53.53334,BCT,MKD
1800WA43921,374361,408959,-2.388682,53.5766,BCT,MKD
1800WA43671,374073,409195,-2.393051,53.5787,BCT,MKD
1800WAH3151,374336,408922,-2.389057,53.57626,BCT,HAR
1800WA11681,373961,409427,-2.394762,53.58078,BCT,MKD
1800NE48791,388433,414143,-2.176358,53.6237,BCT,MKD
1800NE48781,388453,414130,-2.176054,53.62358,BCT,MKD
1800SJ12461,377379,387772,-2.34157,53.3863,BCT,MKD
1800SJH1771,377443,387766,-2.340607,53.38625,BCT,HAR
1800SJH1772,377443,387766,-2.340607,53.38625,BCT,HAR
1800WA00371,369621,406921,-2.460066,53.55803,BCT,MKD
1800WA00381,369626,406940,-2.459993,53.5582,BCT,MKD
1800ED22571,390920,404698,-2.138478,53.53885,BCT,MKD
1800EB05931,385260,396441,-2.22349,53.4645,BCT,MKD
1800SGH3791,388601,389701,-2.172919,53.40401,BCT,HAR
1800SGH0402,388700,389732,-2.171431,53.40429,BCT,HAR
1800NC06471,381741,407171,-2.277123,53.56084,BCT,MKD
1800NC06461,381813,407186,-2.276037,53.56097,BCT,MKD
1800WK01201,356339,410610,-2.661073,53.59024,BCT,MKD
1800WA41861,373602,405000,-2.399809,53.54098,BCT,MKD
1800SJ40911,378691,388878,-2.321919,53.3963,BCT,MKD
1800SJ40961,378759,388936,-2.320901,53.39682,BCT,MKD
1800NF24541,381654,400343,-2.278034,53.49946,BCT,MKD
1800NF24531,381634,400278,-2.27832,53.49886,BCT,MKD
1800EB17551,387402,402098,-2.191455,53.51541,BCT,MKD
1800EB17571,387449,402133,-2.190747,53.51572,BCT,MKD
1800WA34621,364446,407696,-2.538272,53.56467,BCT,MKD
1800WA34631,364427,407694,-2.538558,53.56465,BCT,MKD
1800NF28531,376655,399614,-2.353338,53.49271,BCT,MKD
1800WA16361,371541,409284,-2.431299,53.57937,BCT,MKD
1800ED19291,392943,405353,-2.107968,53.54477,BCT,MKD
1800WK09721,356784,407496,-2.653919,53.56229,BCT,CUS
1800WK07241,356791,407490,-2.653812,53.56224,BCT,MKD
1800WK07242,356791,407490,-2.653812,53.56224,BCT,MKD
1800EH38801,395655,396282,-2.066912,53.46326,BCT,MKD
1800EH13491,394512,393031,-2.08407,53.43403,BCT,MKD
1800EH13371,394456,392976,-2.084912,53.43354,BCT,MKD
1800EBH0231,387145,401600,-2.19531,53.51093,BCT,HAR
1800EBH0232,387145,401600,-2.19531,53.51093,BCT,HAR
1800WA14261,366633,411061,-2.505615,53.59505,BCT,MKD
1800WA14251,366639,411076,-2.505526,53.59519,BCT,MKD
1800WA33971,360737,410831,-2.594663,53.59258,BCT,MKD
1800WA33961,360711,410785,-2.59505,53.59216,BCT,MKD
1800NFH0951,378048,398918,-2.332293,53.48652,BCT,HAR
1800NCH2191,380920,402338,-2.289221,53.51737,BCT,HAR
1800SBH1611,384371,398123,-2.236964,53.4796,BCT,HAR
1800SJH2401,378508,398224,-2.325313,53.4803,BCT,HAR
1800NEH4291,384848,407833,-2.23025,53.56689,BCT,HAR
1800NEH4301,384652,408072,-2.233222,53.56903,BCT,HAR
1800WK10591,357608,408647,-2.641636,53.5727,BCT,MKD
1800NEH2381,385144,405282,-2.225659,53.54397,BCT,HAR
1800NE48391,385202,405274,-2.224783,53.5439,BCT,MKD
1800NE48381,385105,405223,-2.226245,53.54343,BCT,MKD
1800WK22801,357616,408635,-2.641514,53.5726,BCT,MKD
1800WKH4131,357500,409122,-2.643332,53.57697,BCT,HAR
1800WKH4132,357500,409122,-2.643332,53.57697,BCT,HAR
1800WKH4781,357505,409005,-2.64324,53.57591,BCT,HAR
1800WKH4791,357392,409048,-2.644952,53.57629,BCT,HAR
1800WKH4121,357412,409005,-2.644644,53.5759,BCT,HAR
1800WKH4122,357412,409005,-2.644644,53.5759,BCT,HAR
1800NEH4861,388364,406994,-2.177131,53.55944,BCT,HAR
1800NE00831,388060,406890,-2.181716,53.55849,BCT,MKD
1800NE08281,388104,406822,-2.18105,53.55788,BCT,MKD
1800NEH3181,388053,406840,-2.18182,53.55804,BCT,HAR
1800NEH4851,388144,406900,-2.180449,53.55859,BCT,HAR
1800NEH0701,387586,406659,-2.188863,53.55641,BCT,HAR
1800NEH0702,387586,406659,-2.188863,53.55641,BCT,HAR
1800EDH3181,400018,404424,-2.001199,53.53647,BCT,HAR
1800EDH3182,400018,404424,-2.001199,53.53647,BCT,HAR
1800ED19921,389658,403570,-2.157482,53.52869,BCT,MKD
1800ED19911,389607,403560,-2.158251,53.5286,BCT,MKD
1800EB14651,388057,397994,-2.181419,53.47853,BCT,MKD
1800NFH0251,375043,398266,-2.377526,53.48052,BCT,HAR
1800NFH0252,375043,398266,-2.377526,53.48052,BCT,HAR
1800NFH0231,374981,398445,-2.378475,53.48213,BCT,HAR
1800NFH0232,374981,398445,-2.378475,53.48213,BCT,HAR
