AtcoCode,Easting,Northing,Longitude,Latitude,StopType,BusStopType
1800WKH4032,356697,410685,-2.655676,53.59095,BCT,HAR
1800SBT0641,384219,398501,-2.239274,53.48299,TXR,
1800SBT0351,383740,397932,-2.246462,53.47786,TXR,
1800SG44991,385992,386275,-2.212008,53.37315,BCT,MKD
1800SGH2781,386832,384681,-2.199316,53.35884,BCT,HAR
1800SGH2782,386832,384681,-2.199316,53.35884,BCT,HAR
1800WAH1041,363732,408572,-2.549153,53.57249,BCT,HAR
1800WAH1051,363730,408552,-2.549181,53.57231,BCT,HAR
1800WAH1091,364618,409235,-2.53585,53.57851,BCT,HAR
1800WAH1092,364618,409235,-2.53585,53.57851,BCT,HAR
1800EDH2141,400642,409389,-1.991776,53.58109,BCT,HAR
1800EDH2201,401622,409395,-1.976974,53.58115,BCT,HAR
1800EDH2161,401091,409696,-1.984993,53.58385,BCT,HAR
1800EDH2191,401303,409250,-1.981792,53.57985,BCT,HAR
1800EDH2151,400640,409380,-1.991806,53.58101,BCT,HAR
1800EDH2211,401599,409380,-1.977321,53.58101,BCT,HAR
1800EDH3311,390833,406531,-2.139845,53.55532,BCT,HAR
1800NEH4101,389100,411103,-2.166166,53.59639,BCT,HAR
1800NEH0491,389526,408678,-2.159647,53.5746,BCT,HAR
1800NEH0492,389526,408678,-2.159647,53.5746,BCT,HAR
1800ED02491,390502,407095,-2.144859,53.56039,BCT,MKD
1800ED02481,390474,407051,-2.14528,53.55999,BCT,MKD
1800NEH0501,389473,408519,-2.160442,53.57317,BCT,HAR
1800WAH2841,374387,406250,-2.388067,53.55225,BCT,HAR
1800WAH2831,373167,407214,-2.406563,53.56085,BCT,HAR
1800WAH2851,374370,406290,-2.388326,53.55261,BCT,HAR
1800WAH2261,374175,404781,-2.391144,53.53904,BCT,HAR
1800SBH1321,384203,392648,-2.239219,53.43038,BCT,HAR
1800SBH1322,384140,392689,-2.240169,53.43075,BCT,HAR
1800SBH1261,384103,392714,-2.240727,53.43097,BCT,HAR
1800NC23271,377434,408187,-2.342217,53.5698,BCT,MKD
1800NF29041,377417,399004,-2.341808,53.48726,BCT,MKD
1800EBH0501,389727,396921,-2.156221,53.46893,BCT,HAR
1800EHH2121,389771,396762,-2.155553,53.4675,BCT,HAR
1800EBH2031,389768,396764,-2.155598,53.46751,BCT,HAR
1800WK35661,364937,402421,-2.530266,53.51729,BCT,MKD
1800WK35651,364910,402369,-2.530667,53.51682,BCT,MKD
1800WK08681,364707,402172,-2.533706,53.51503,BCT,MKD
1800NE41031,386840,407504,-2.20016,53.56398,BCT,MKD
1800NE03011,386863,407523,-2.199813,53.56416,BCT,MKD
1800ED08841,395039,403196,-2.076302,53.52541,BCT,MKD
1800ED08791,394631,403453,-2.082461,53.52771,BCT,MKD
1800ED08421,394620,403451,-2.082627,53.52769,BCT,CUS
1800ED08792,394631,403453,-2.082461,53.52771,BCT,MKD
1800ED19141,393961,406192,-2.092622,53.55232,BCT,MKD
1800EDH4961,393915,406161,-2.09331,53.55203,BCT,HAR
1800EDH5091,393915,406161,-2.09331,53.55203,BCT,HAR
1800EDH2522,393798,406054,-2.095079,53.55108,BCT,HAR
1800NEH0231,387973,411239,-2.183199,53.59758,BCT,HAR
1800NE03401,388071,411225,-2.181718,53.59746,BCT,MKD
1800NEH0101,387840,411436,-2.185216,53.59935,BCT,HAR
1800NEH0102,387909,411329,-2.18417,53.59839,BCT,HAR
1800NCH1891,378261,407337,-2.32967,53.56219,BCT,HAR
1800NCH1892,378261,407337,-2.32967,53.56219,BCT,HAR
1800NCH2061,378104,407269,-2.332036,53.56158,BCT,HAR
1800NCH2062,378104,407269,-2.332036,53.56158,BCT,HAR
1800NB40731,383993,401042,-2.24281,53.50582,BCT,MKD
1800WA12931,369818,411620,-2.457548,53.60027,BCT,MKD
1800WA12921,369865,411584,-2.456835,53.59995,BCT,MKD
1800NE00501,392824,417037,-2.110037,53.64979,BCT,MKD
1800WA20421,364574,410571,-2.536667,53.59052,BCT,MKD
1800WA20411,364535,410581,-2.537257,53.5906,BCT,MKD
1800WK00711,360260,402125,-2.60076,53.51429,BCT,MKD
1800WK00721,360255,402152,-2.600838,53.51453,BCT,MKD
1800SJ47601,378988,391240,-2.317611,53.41754,BCT,MKD
1800ZZMAABM1,384421,401559,-2.236383,53.51048,TMU,
1800ZZMAABM2,384409,401511,-2.236561,53.51005,TMU,
1800NB40881,384357,401772,-2.237359,53.51239,BCT,MKD
1800NB40871,384327,401752,-2.23781,53.51221,BCT,MKD
1800WK37781,360802,401550,-2.592514,53.50917,BCT,MKD
1800WK37801,360798,401329,-2.592547,53.50718,BCT,MKD
1800WK37791,360792,401482,-2.592657,53.50855,BCT,MKD
1800NF40641,380717,400911,-2.292194,53.50454,BCT,MKD
1800NF40631,380742,400862,-2.291814,53.50409,BCT,MKD
1800WKH0701,357175,407515,-2.648019,53.56249,BCT,HAR
1800WKH0702,357175,407515,-2.648019,53.56249,BCT,HAR
1800ED28811,391864,402253,-2.12417,53.51689,BCT,MKD
1800ED28821,391881,402295,-2.123914,53.51727,BCT,MKD
1800EB03871,386809,393414,-2.20003,53.43734,BCT,MKD
1800EB03861,386796,393429,-2.200226,53.43747,BCT,MKD
1800SG12351,388957,384497,-2.167381,53.35723,BCT,MKD
1800SG05691,388963,384487,-2.16729,53.35715,BCT,MKD
1800SJ03561,375600,392899,-2.368715,53.43231,BCT,MKD
1800SJ03571,375554,392944,-2.369411,53.43271,BCT,MKD
1800SJ48171,374415,392958,-2.386555,53.43278,BCT,MKD
1800SJ48181,374438,392963,-2.386209,53.43283,BCT,MKD
1800WK05121,353786,406650,-2.699052,53.55443,BCT,MKD
1800WK05111,353834,406788,-2.698348,53.55568,BCT,MKD
1800EBH0502,389728,396909,-2.156206,53.46882,BCT,HAR
1800SB31521,384597,395512,-2.23343,53.45613,BCT,MKD
1800SG05661,388445,384523,-2.175075,53.35746,BCT,MKD
1800SG05651,388422,384521,-2.17542,53.35744,BCT,MKD
1800EHH0071,392321,395405,-2.117108,53.45535,BCT,HAR
1800EHH1351,392382,395223,-2.116184,53.45371,BCT,HAR
1800EHH0072,392322,395400,-2.117092,53.4553,BCT,HAR
1800NBH1101,384863,404122,-2.229843,53.53353,BCT,HAR
1800NBH0261,384843,404173,-2.230147,53.53399,BCT,HAR
1800NBH0262,384843,404173,-2.230147,53.53399,BCT,HAR
1800EH37171,396736,398492,-2.050654,53.48314,BCT,MKD
1800NEH4331,388132,407252,-2.180644,53.56175,BCT,HAR
1800NEH4321,387985,407124,-2.182858,53.5606,BCT,HAR
1800EHH0901,395515,396470,-2.069024,53.46495,BCT,HAR
1800EHH0902,395515,396470,-2.069024,53.46495,BCT,HAR
1800NEH0381,388096,407215,-2.181185,53.56142,BCT,HAR
1800NFH1001,379880,400249,-2.30477,53.49855,BCT,HAR
1800NFH1002,379880,400249,-2.30477,53.49855,BCT,HAR
1800NEH0382,388106,407220,-2.181035,53.56146,BCT,HAR
1800EDH5021,393491,405877,-2.09971,53.54947,BCT,HAR
1800EDH5131,393510,405879,-2.09942,53.54949,BCT,HAR
1800EDH5001,393510,405879,-2.09942,53.54949,BCT,HAR
1800WAH2312,368944,407423,-2.470336,53.5625,BCT,HAR
1800WAH2311,368939,407417,-2.470411,53.56244,BCT,HAR
1800WA16731,368753,407483,-2.473225,53.56303,BCT,MKD
1800WA04001,368780,407490,-2.472818,53.56309,BCT,MKD
1800NF27481,373402,395548,-2.402022,53.45601,BCT,MKD
1800NF27491,373412,395619,-2.401877,53.45665,BCT,MKD
1800SJ48151,373655,392882,-2.397987,53.43206,BCT,MKD
1800SJH0591,373612,392890,-2.398635,53.43213,BCT,HAR
1800SJH0592,373612,392890,-2.398635,53.43213,BCT,HAR
1800SJ48201,373527,392876,-2.399914,53.432,BCT,MKD
1800NFH1811,373105,395653,-2.406503,53.45694,BCT,HAR
1800NFH1812,373105,395653,-2.406503,53.45694,BCT,HAR
1800NF29391,376679,397978,-2.352854,53.47801,BCT,MKD
1800NF02661,376576,398034,-2.35441,53.4785,BCT,MKD
1800WAH0851,370520,407718,-2.446571,53.56524,BCT,HAR
1800WAH0852,370520,407718,-2.446571,53.56524,BCT,HAR
1800EBH0881,385971,397948,-2.212848,53.47807,BCT,HAR
1800EBH0882,385971,397948,-2.212848,53.47807,BCT,HAR
1800WA08291,371526,410383,-2.431627,53.58925,BCT,MKD
1800WA08281,371559,410365,-2.431126,53.58909,BCT,MKD
1800SG06521,389840,388967,-2.154259,53.39743,BCT,MKD
1800SG05991,387920,387863,-2.183091,53.38747,BCT,MKD
1800SG17271,389055,388685,-2.166055,53.39488,BCT,MKD
1800SG07331,388809,387961,-2.169729,53.38837,BCT,MKD
1800SG17261,389059,388700,-2.165995,53.39502,BCT,MKD
1800SG07321,388840,388020,-2.169265,53.3889,BCT,MKD
1800NC22301,377449,410734,-2.342176,53.59269,BCT,MKD
1800WAH0112,375101,405926,-2.377264,53.54937,BCT,HAR
1800WAH2271,375177,405899,-2.37611,53.54912,BCT,HAR
1800WAH0101,375225,405900,-2.37539,53.54913,BCT,HAR
1800WAH0111,375260,405771,-2.37484,53.54797,BCT,HAR
1800WAH2272,375265,405763,-2.374776,53.54792,BCT,HAR
1800EDH0361,394312,403149,-2.087268,53.52497,BCT,HAR
1800EDH0362,394312,403149,-2.087268,53.52497,BCT,HAR
1800NF17941,380592,401945,-2.294143,53.51382,BCT,MKD
1800NF17951,380649,401985,-2.293286,53.51418,BCT,MKD
1800NF09851,380078,401392,-2.301859,53.50883,BCT,MKD
1800NF40681,380483,401690,-2.295771,53.51153,BCT,MKD
1800WF39051,379369,401258,-2.31254,53.5076,BCT,MKD
1800NF40691,380509,401679,-2.295378,53.51143,BCT,MKD
1800WF39061,379267,401371,-2.314085,53.50861,BCT,MKD
1800NC42401,381191,402770,-2.28516,53.52126,BCT,MKD
1800SJH2641,379376,388892,-2.311619,53.39645,BCT,HAR
1800SJH2642,379376,388892,-2.311619,53.39645,BCT,HAR
1800WA19101,370226,411194,-2.451343,53.59647,BCT,MKD
1800NC23151,377402,409398,-2.342789,53.58068,BCT,MKD
1800NC23081,377324,409447,-2.34397,53.58112,BCT,MKD
1800NC23101,377390,409539,-2.34298,53.58195,BCT,MKD
1800WA19091,370226,411174,-2.451341,53.59629,BCT,MKD
1800NC23161,377429,409360,-2.342378,53.58035,BCT,MKD
1800NC23091,377350,409466,-2.343579,53.58129,BCT,MKD
1800NC23111,377402,409515,-2.342797,53.58174,BCT,MKD
1800WA14701,365106,410440,-2.528615,53.58937,BCT,MKD
1800WA14702,365106,410440,-2.528615,53.58937,BCT,MKD
1800WA20461,365110,410192,-2.528527,53.58714,BCT,MKD
1800WA11491,365098,410435,-2.528735,53.58933,BCT,CUS
1800WA08251,373130,409440,-2.407314,53.58086,BCT,MKD
1800NC00121,375974,409028,-2.364328,53.57729,BCT,MKD
1800NC00131,375861,409056,-2.366037,53.57754,BCT,MKD
1800NC22241,376251,410202,-2.360234,53.58786,BCT,MKD
1800NC22251,376136,410192,-2.361971,53.58776,BCT,MKD
1800WA25791,373059,409366,-2.40838,53.58019,BCT,MKD
1800NC00601,377981,407455,-2.333906,53.56324,BCT,MKD
1800NC35231,377707,410355,-2.338251,53.5893,BCT,MKD
1800NC35241,377698,410396,-2.33839,53.58967,BCT,MKD
1800NC23141,377480,410343,-2.341679,53.58918,BCT,MKD
1800NC00541,379500,410754,-2.311191,53.59296,BCT,MKD
1800NC35061,379367,410641,-2.313193,53.59194,BCT,MKD
1800NC00661,378023,407451,-2.333272,53.56321,BCT,MKD
1800NCH1331,378640,410650,-2.324177,53.59199,BCT,HAR
1800NCH1332,378640,410650,-2.324177,53.59199,BCT,HAR
1800NE17301,390237,412627,-2.149035,53.61011,BCT,MKD
1800NE17291,390220,412634,-2.149292,53.61017,BCT,MKD
1800WAH1351,375122,406970,-2.37703,53.55876,BCT,HAR
1800WAH1352,375122,406970,-2.37703,53.55876,BCT,HAR
1800WAH4141,375165,406993,-2.376383,53.55897,BCT,HAR
1800SJ48141,372970,392882,-2.408297,53.43203,BCT,MKD
1800SJ48211,373092,392952,-2.406467,53.43266,BCT,MKD
1800WA09971,373078,412518,-2.408366,53.60852,BCT,MKD
1800SBH1511,381829,385670,-2.274544,53.36758,BCT,HAR
1800SBH1512,381829,385670,-2.274544,53.36758,BCT,HAR
1800SBH4961,380593,384528,-2.293048,53.35727,BCT,HAR
1800SBH4951,380569,384557,-2.29341,53.35753,BCT,HAR
1800SB39701,382878,385263,-2.258757,53.36396,BCT,MKD
1800SB39711,382893,385287,-2.258533,53.36417,BCT,MKD
1800SBH1671,380951,386293,-2.287776,53.37315,BCT,HAR
1800SBH1591,381180,384380,-2.28422,53.35596,BCT,HAR
1800SBH1592,381180,384380,-2.28422,53.35596,BCT,HAR
1800NEH0111,387827,411253,-2.185405,53.59771,BCT,HAR
1800NEH0112,387827,411253,-2.185405,53.59771,BCT,HAR
1800SJ12081,378376,395970,-2.327146,53.46003,BCT,MKD
1800SGH0591,395680,390835,-2.066459,53.41431,BCT,HAR
1800SGH1481,395435,390649,-2.070142,53.41263,BCT,HAR
1800SJ11481,378077,385958,-2.330949,53.37003,BCT,MKD
1800SJ11321,378091,385954,-2.330739,53.36999,BCT,MKD
1800SB14101,385423,393202,-2.220883,53.43539,BCT,MKD
1800EB05941,387182,398291,-2.194616,53.48118,BCT,MKD
1800EB33871,387179,397575,-2.194631,53.47475,BCT,MKD
1800EB32561,387115,398387,-2.195629,53.48204,BCT,MKD
1800EBH1271,387211,397605,-2.19415,53.47502,BCT,HAR
1800WF40601,372572,404485,-2.415305,53.53629,BCT,MKD
1800NE21961,386381,410889,-2.207238,53.5944,BCT,MKD
1800NE21971,386338,410851,-2.207886,53.59406,BCT,MKD
1800NCH3171,382388,402422,-2.267087,53.51817,BCT,HAR
1800NCH3172,382388,402422,-2.267087,53.51817,BCT,HAR
1800SB04191,383643,397965,-2.247925,53.47815,BCT,MKD
1800SG05301,387124,386701,-2.195012,53.37701,BCT,MKD
1800WA42131,373347,406016,-2.403744,53.55009,BCT,MKD
1800EB03811,386877,394050,-2.199033,53.44305,BCT,MKD
1800WA06951,373427,405884,-2.402525,53.54891,BCT,CUS
1800WA41891,373549,405219,-2.400627,53.54294,BCT,MKD
1800WA42071,373432,405876,-2.402449,53.54884,BCT,MKD
1800EB03611,387408,394030,-2.191038,53.44289,BCT,MKD
1800EB03601,387380,394121,-2.191463,53.44371,BCT,MKD
1800WA42141,373308,406021,-2.404332,53.55014,BCT,MKD
1800WAH3571,373384,405961,-2.40318,53.5496,BCT,HAR
1800WA15381,373619,405782,-2.399618,53.548,BCT,MKD
1800WA15371,373665,405770,-2.398923,53.5479,BCT,MKD
1800WA17101,369559,409359,-2.461241,53.57994,BCT,MKD
1800WA17111,369526,409345,-2.461738,53.57981,BCT,MKD
1800WA17481,369517,409779,-2.461916,53.58371,BCT,MKD
1800WA42072,373432,405876,-2.402449,53.54884,BCT,MKD
1800NFH1661,377652,398928,-2.338261,53.48659,BCT,HAR
1800WA17501,369351,409804,-2.464426,53.58392,BCT,MKD
1800WAH2191,368630,409970,-2.475333,53.58537,BCT,HAR
1800WAH2192,368630,409970,-2.475333,53.58537,BCT,HAR
1800WA14081,368667,410092,-2.47478,53.58646,BCT,MKD
1800NE23831,391235,414024,-2.13399,53.62268,BCT,MKD
1800NE33201,390793,414760,-2.140695,53.62929,BCT,MKD
1800NE33211,390727,414621,-2.141689,53.62804,BCT,MKD
1800SB45391,383787,398109,-2.245763,53.47945,BCT,MKD
1800SBT0111,383802,398114,-2.245537,53.4795,TXR,
1800SB45371,383778,398088,-2.245898,53.47926,BCT,MKD
1800NF27181,371284,392755,-2.433661,53.43079,BCT,MKD
1800ED00441,390948,403401,-2.138017,53.52719,BCT,MKD
1800WK00501,361615,404438,-2.580611,53.53518,BCT,MKD
1800WK00491,361664,404427,-2.579871,53.53509,BCT,MKD
1800NF27171,371247,392704,-2.434213,53.43033,BCT,MKD
1800EDH1051,391564,407977,-2.12885,53.56833,BCT,HAR
1800EDH3371,390646,402262,-2.142539,53.51695,BCT,HAR
1800EDH3372,390646,402262,-2.142539,53.51695,BCT,HAR
1800WA19831,363824,411746,-2.548133,53.60102,BCT,MKD
1800NF03621,381826,399720,-2.275405,53.49387,BCT,MKD
1800EH39391,394832,397761,-2.079333,53.47655,BCT,MKD
1800EH39401,394840,397748,-2.079212,53.47644,BCT,MKD
1800NC33911,378496,406111,-2.326038,53.55119,BCT,MKD
1800NC33921,378481,406166,-2.326268,53.55168,BCT,MKD
1800NEH4681,388484,410435,-2.175448,53.59037,BCT,HAR
1800WK35441,365879,400060,-2.515802,53.49613,BCT,MKD
1800NEH4671,388539,410412,-2.174616,53.59016,BCT,HAR
1800NEH4691,388426,410474,-2.176326,53.59072,BCT,HAR
1800NEH0161,388678,410327,-2.172513,53.5894,BCT,HAR
1800NCH2981,378672,406384,-2.3234,53.55365,BCT,HAR
1800NCH2982,378672,406384,-2.3234,53.55365,BCT,HAR
1800NEH0162,388680,410330,-2.172483,53.58943,BCT,HAR
1800NFH1611,381580,398300,-2.279029,53.4811,BCT,HAR
1800NFH1561,381530,398260,-2.27978,53.48074,BCT,HAR
1800NB43891,384127,401242,-2.2408,53.50763,BCT,MKD
1800SG39371,388545,393093,-2.173886,53.43449,BCT,MKD
1800SG39361,388576,393138,-2.173421,53.4349,BCT,MKD
1800NCH3821,382169,411143,-2.27089,53.59655,BCT,HAR
1800NCH3711,382179,411167,-2.270741,53.59677,BCT,HAR
1800EHH2341,396145,393893,-2.059502,53.4418,BCT,CUS
1800EH37031,396191,393802,-2.058808,53.44098,BCT,MKD
1800EH37041,396201,393790,-2.058657,53.44087,BCT,MKD
1800EDH0541,389946,400468,-2.153037,53.50081,BCT,HAR
1800NEH0201,388849,410784,-2.169946,53.59351,BCT,HAR
1800EDH4071,389882,400414,-2.154,53.50032,BCT,HAR
1800EDH2491,390134,400807,-2.150214,53.50386,BCT,HAR
1800EDH4051,390115,400735,-2.150498,53.50322,BCT,HAR
1800EDH2492,390130,400810,-2.150274,53.50389,BCT,HAR
1800EDH0542,389955,400460,-2.152901,53.50074,BCT,HAR
1800EDH4081,389733,400374,-2.156245,53.49996,BCT,HAR
1800EDH4061,390103,400680,-2.150677,53.50272,BCT,HAR
1800WF40121,371517,403575,-2.43114,53.52806,BCT,MKD
1800WA25571,373922,410239,-2.395419,53.58808,BCT,MKD
1800WA25581,373985,410170,-2.394462,53.58746,BCT,MKD
1800SB32351,380678,394182,-2.292366,53.44405,BCT,MKD
1800WA18541,371251,412167,-2.435946,53.60527,BCT,MKD
1800WA18531,371214,412204,-2.436509,53.6056,BCT,MKD
1800EH21891,394550,400057,-2.083623,53.49718,BCT,MKD
1800EH21901,394548,400099,-2.083654,53.49756,BCT,MKD
1800SB33441,382791,392308,-2.260451,53.42728,BCT,MKD
1800SB33431,382736,392328,-2.26128,53.42746,BCT,MKD
1800SBH0101,382811,392252,-2.260147,53.42678,BCT,HAR
1800SBH0102,382811,392252,-2.260147,53.42678,BCT,HAR
1800WF40671,372357,404423,-2.418544,53.53572,BCT,MKD
1800WF40661,372347,404453,-2.418697,53.536,BCT,MKD
1800SB42821,382547,388380,-2.263904,53.39196,BCT,MKD
1800SG36491,396005,385063,-2.061494,53.36243,BCT,MKD
1800SG36501,396064,384973,-2.060606,53.36162,BCT,MKD
1800SGH2431,396137,385073,-2.059511,53.36252,BCT,HAR
1800SGH2432,396137,385073,-2.059511,53.36252,BCT,HAR
1800WA17661,370504,406910,-2.446736,53.55798,BCT,MKD
1800WA17651,370489,406897,-2.446961,53.55786,BCT,MKD
1800WK11051,368057,404061,-2.483382,53.53223,BCT,CUS
1800WK09891,368060,404073,-2.483338,53.53233,BCT,MKD
1800WK09892,368060,404073,-2.483338,53.53233,BCT,MKD
1800NE04941,386911,406066,-2.199027,53.55106,BCT,MKD
1800WK09571,365539,399959,-2.520916,53.4952,BCT,MKD
1800NF31471,379617,400506,-2.308752,53.50085,BCT,MKD
1800NC21731,381598,411250,-2.279524,53.5975,BCT,MKD
1800EB33211,388802,398323,-2.170206,53.48151,BCT,MKD
1800NC21721,381663,411271,-2.278543,53.59769,BCT,MKD
1800SG15721,389979,390493,-2.152218,53.41115,BCT,MKD
1800SG08791,389974,390502,-2.152294,53.41123,BCT,MKD
1800WK35391,365510,399946,-2.521352,53.49508,BCT,MKD
1800EB33221,388746,398320,-2.17105,53.48148,BCT,MKD
1800WA00261,369832,407131,-2.456901,53.55993,BCT,MKD
1800WA00271,369828,407107,-2.456959,53.55971,BCT,MKD
1800ED28161,390292,401723,-2.147861,53.5121,BCT,MKD
1800ED28171,390293,401734,-2.147846,53.5122,BCT,MKD
1800WA25741,373079,410032,-2.408136,53.58618,BCT,MKD
1800WA25551,373345,410198,-2.404132,53.58768,BCT,MKD
1800WA25731,373082,410049,-2.408092,53.58633,BCT,MKD
1800WA25561,373378,410165,-2.403631,53.58739,BCT,MKD
1800SG46261,385802,389146,-2.214994,53.39895,BCT,MKD
1800SG46251,385834,389024,-2.214507,53.39785,BCT,MKD
1800WA02261,364135,403934,-2.542534,53.53083,BCT,MKD
1800WA35991,364127,403969,-2.542659,53.53115,BCT,MKD
1800NF27511,376007,398156,-2.362993,53.47958,BCT,MKD
1800SB31331,383811,395052,-2.245243,53.45198,BCT,MKD
1800SB31341,383842,395028,-2.244775,53.45176,BCT,MKD
1800SG07831,388600,389315,-2.17292,53.40054,BCT,MKD
1800WK05651,356795,404629,-2.653355,53.53653,BCT,MKD
1800WK05641,356764,404615,-2.653821,53.5364,BCT,MKD
1800SG10571,388428,391314,-2.175581,53.4185,BCT,MKD
1800SG10451,388448,391302,-2.17528,53.41839,BCT,MKD
1800SB31041,383418,394101,-2.25111,53.44342,BCT,MKD
1800SB32981,383476,393666,-2.250214,53.43951,BCT,MKD
1800SB31901,383268,395359,-2.253436,53.45472,BCT,MKD
1800SB32971,383432,393684,-2.250877,53.43967,BCT,MKD
1800SB31051,383345,394088,-2.252208,53.4433,BCT,MKD
1800WAH0071,375338,405856,-2.37368,53.54874,BCT,HAR
1800SJ47231,379680,391377,-2.307209,53.4188,BCT,MKD
1800SJ47571,379659,391341,-2.307522,53.41848,BCT,MKD
1800WKH0712,357949,399745,-2.635288,53.49272,BCT,HAR
1800WKH0711,358160,399760,-2.63211,53.49287,BCT,HAR
1800WAH0072,375409,405919,-2.372615,53.54932,BCT,HAR
1800WAH3981,375451,405702,-2.371964,53.54737,BCT,HAR
1800WK08601,360631,401840,-2.595129,53.51176,BCT,MKD
1800WK37761,360611,401894,-2.595438,53.51225,BCT,MKD
1800ED30511,394971,407124,-2.077393,53.56071,BCT,MKD
1800WK10371,360394,403251,-2.598882,53.52442,BCT,MKD
1800ED24891,391561,404491,-2.1288,53.537,BCT,MKD
1800NC07181,378638,416130,-2.324585,53.64124,BCT,MKD
1800ED24901,391616,404500,-2.127971,53.53708,BCT,MKD
1800ED19591,391495,404566,-2.129798,53.53767,BCT,MKD
1800ED19601,391484,404596,-2.129965,53.53794,BCT,MKD
1800NC07171,378558,416007,-2.325786,53.64014,BCT,MKD
1800NCH3411,378610,416113,-2.325007,53.64109,BCT,HAR
1800NCH3412,378610,416113,-2.325007,53.64109,BCT,HAR
1800NCH4081,381205,410080,-2.285391,53.58696,BCT,HAR
1800NCH4082,381205,410080,-2.285391,53.58696,BCT,HAR
1800SG16241,391819,388678,-2.12449,53.39487,BCT,MKD
1800SGH0541,391822,388740,-2.124447,53.39543,BCT,HAR
1800SGH0542,391822,388740,-2.124447,53.39543,BCT,HAR
1800SGH2411,392176,387984,-2.119104,53.38864,BCT,HAR
1800SGH2412,392176,387984,-2.119104,53.38864,BCT,HAR
1800SGH1511,392152,388438,-2.119477,53.39272,BCT,HAR
1800SB04561,384301,397153,-2.23797,53.47087,BCT,MKD
1800SB04571,384314,397128,-2.237773,53.47065,BCT,MKD
1800SB04581,384325,397106,-2.237606,53.47046,BCT,MKD
1800SJ41361,379217,385858,-2.31381,53.36917,BCT,MKD
1800EB32751,388243,400356,-2.178706,53.49977,BCT,MKD
1800SG13211,389085,391672,-2.165708,53.42173,BCT,MKD
1800SG13201,389145,391609,-2.164803,53.42117,BCT,MKD
1800SG36332,396086,388008,-2.060315,53.3889,BCT,MKD
1800SJ41371,379209,385881,-2.313931,53.36938,BCT,MKD
1800SG16701,396095,388051,-2.06018,53.38929,BCT,MKD
1800SG36331,396087,388049,-2.0603,53.38927,BCT,MKD
1800EB35221,388304,400348,-2.177786,53.4997,BCT,MKD
1800EH02631,394946,397318,-2.077608,53.47257,BCT,MKD
1800EH03161,394924,397348,-2.07794,53.47284,BCT,MKD
1800EHH0611,395066,397123,-2.075797,53.47082,BCT,HAR
1800EHH0612,395066,397123,-2.075797,53.47082,BCT,HAR
1800EB35211,388328,400293,-2.177423,53.49921,BCT,MKD
1800NE21941,386651,411049,-2.203166,53.59584,BCT,MKD
1800NE21931,386675,411094,-2.202805,53.59625,BCT,MKD
1800NC20731,379177,411285,-2.316107,53.59772,BCT,MKD
1800NC20741,379208,411324,-2.315641,53.59807,BCT,MKD
1800WA21791,364893,405366,-2.531261,53.54375,BCT,MKD
1800WA21801,364940,405362,-2.530551,53.54372,BCT,MKD
1800NF27031,370572,391580,-2.444267,53.42019,BCT,MKD
1800NE26671,385440,406753,-2.221261,53.5572,BCT,MKD
1800EB03731,387279,393967,-2.192977,53.44232,BCT,MKD
1800EB03721,387285,393976,-2.192888,53.4424,BCT,MKD
1800EH05401,393801,398392,-2.09488,53.48221,BCT,MKD
1800WK01491,354796,410451,-2.684359,53.58868,BCT,MKD
1800WK22731,356681,409486,-2.65575,53.58017,BCT,MKD
1800NCH3451,377916,407893,-2.334918,53.56718,BCT,HAR
1800NCH3452,377916,407893,-2.334918,53.56718,BCT,HAR
1800WK08961,359615,398205,-2.60998,53.47901,BCT,MKD
1800WK08951,359625,398205,-2.609829,53.47901,BCT,MKD
1800NEH0572,393401,413111,-2.101223,53.61451,BCT,HAR
1800NEH0561,393423,413033,-2.100889,53.6138,BCT,HAR
1800NEH0571,393376,413166,-2.101602,53.615,BCT,HAR
1800EDH0382,394437,403312,-2.085385,53.52644,BCT,HAR
1800EHH1871,394456,401941,-2.085074,53.51412,BCT,HAR
1800EHH1872,394456,401941,-2.085074,53.51412,BCT,HAR
1800EHH1873,394456,401941,-2.085074,53.51412,BCT,HAR
1800EDH1921,394592,403225,-2.083045,53.52566,BCT,HAR
1800EDH1922,394592,403225,-2.083045,53.52566,BCT,HAR
1800EDH0331,394621,403460,-2.082612,53.52777,BCT,HAR
1800EHH0331,393940,400720,-2.092831,53.50314,BCT,HAR
1800EHH0332,393940,400720,-2.092831,53.50314,BCT,HAR
1800SJQ0061,376926,387877,-2.348388,53.38723,BCQ,
1800SB12851,382486,388981,-2.264855,53.39737,BCT,MKD
1800EH20651,394392,401325,-2.086028,53.50858,BCT,MKD
1800SJH2931,378574,387485,-2.323584,53.38377,BCT,CUS
1800SJH2861,376701,386722,-2.351686,53.37683,BCT,CUS
1800SJH2871,376692,386698,-2.351819,53.37662,BCT,CUS
1800SJH2881,376241,387284,-2.358642,53.38187,BCT,CUS
1800SJH2891,376207,387262,-2.359152,53.38167,BCT,CUS
1800SJQ0051,377000,387985,-2.34727,53.38819,BCQ,
1800AMIC0D1,376953,387889,-2.34797,53.38732,BCS,
1800AMIC002,376972,387899,-2.347698,53.38743,BCS,
1800SJE0901,376951,387862,-2.348011,53.38709,BCE,
1800AMIC0B1,376970,387922,-2.34773,53.38762,BCS,
1800AMIC0C1,376961,387905,-2.34785,53.38747,BCS,
1800AMIC001,376971,387902,-2.347714,53.38745,BCS,
